Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],2000 [YR2000],2010 [YR2010],2017 [YR2017]
Tunisia,TUN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.705,5.243,3.476,2.142,2.14,2.219
Tunisia,TUN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,50.2842,33.0936,19.7178,7.5222,7.1268,7.841
Turkey,TUR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.619,4.405,3.107,2.503,2.151,2.081
Turkey,TUR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,108.9586,90.0158,64.9088,49.0298,34.1514,26.559
Turkmenistan,TKM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.404,5.17,4.344,2.824,2.833,2.836
Turkmenistan,TKM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,31.6228,22.6358,24.7594,24.8256,24.7322,24.418
Turks and Caicos Islands,TCA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Tuvalu,TUV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
Tuvalu,TUV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Uganda,UGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.115,7.1,7.091,6.866,6.111,5.095
Uganda,UGA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,174.134,173.6492,175.594,171.6676,139.4264,118.836
Ukraine,UKR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.09,1.95,1.844,1.11,1.443,1.374
Ukraine,UKR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,36.1824,51.4722,59.8592,34.9826,28.9362,23.711
United Arab Emirates,ARE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.655,5.505,4.454,2.644,1.819,1.448
United Arab Emirates,ARE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,168.451,129.9334,55.4292,26.3898,22.0208,6.546
United Kingdom,GBR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.44,1.9,1.83,1.64,1.92,1.79
United Kingdom,GBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,52.3908,28.8176,30.9754,28.0886,21.2306,13.37
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.48,1.8395,2.081,2.056,1.931,1.7655
United States,USA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,63.5754,51.9888,57.0142,46.1652,32.5946,19.86
Uruguay,URY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.902,2.726,2.52,2.237,2.011,1.983
Uruguay,URY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,63.6404,64.61,68.9318,65.7322,60.833,58.727
Uzbekistan,UZB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.326,5.112,4.072,2.58,2.342,2.455
Uzbekistan,UZB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.4772,38.5278,53.6328,27.8296,21.5168,23.79
Vanuatu,VUT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.272,5.575,4.926,4.492,4.1,3.82
Vanuatu,VUT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,89.8864,85.972,72.9596,59.946,53.5948,49.437
"Venezuela, RB",VEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.321,4.2,3.448,2.822,2.471,2.294
"Venezuela, RB",VEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,112.656,101.5416,97.059,92.8978,88.6516,85.337
Vietnam,VNM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.465,5.046,3.553,2.01,1.938,2.042
Vietnam,VNM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,19.2254,20.2848,30.9624,28.6456,33.955,30.929
Virgin Islands (U.S.),VIR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.167,3.138,2.954,2.06,2.3,2.08
Virgin Islands (U.S.),VIR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,168.7316,94.6638,79.0418,55.4724,47.2822,28.887
West Bank and Gaza,PSE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,6.718,5.383,4.437,3.738
West Bank and Gaza,PSE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,112.166,101.784,106.055,81.1304,62.806,52.766
"Yemen, Rep.",YEM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,8.386,8.71,8.606,6.313,4.674,3.89
"Yemen, Rep.",YEM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,182.2562,162.374,148.7308,95.856,71.2432,60.352
Zambia,ZMB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.367,7.087,6.442,6.036,5.415,4.718
Zambia,ZMB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,193.9052,178.728,159.1766,159.9716,141.6012,120.112
Zimbabwe,ZWE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.419,6.865,4.862,3.748,4.034,3.707
Zimbabwe,ZWE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,174.048,145.4352,105.8928,100.2418,109.7422,86.135
Arab World,ARB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.924981492,6.337064038,5.186831545,3.845712512,3.47038388,3.276553247
Arab World,ARB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,126.5338022,99.00477991,71.13964856,54.34604771,49.96689653,46.68885146
Caribbean small states,CSS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.863468867,3.600969525,2.865766722,2.438238723,2.153183923,2.010752938
Caribbean small states,CSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,132.4398781,109.1363828,88.35204175,73.80370757,61.26006626,51.47586514
Central Europe and the Baltics,CEB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.288901388,2.19437745,1.931081933,1.317743134,1.465227979,1.511744157
Central Europe and the Baltics,CEB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,45.17215834,49.49099668,42.03701211,23.71076827,21.4866074,19.67908304
Early-demographic dividend,EAR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.902331876,5.16840637,4.225264711,3.342811218,2.772131999,2.513406547
Early-demographic dividend,EAR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,115.4074609,108.6926904,91.35702385,66.41152483,48.36599084,36.98228784
East Asia & Pacific,EAS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.263827541,2.983761788,2.471901236,1.850592774,1.819649139,1.826154655
East Asia & Pacific,EAS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,46.25846223,30.43999353,27.45861742,20.61982526,20.07211404,20.66823116
East Asia & Pacific (excluding high income),EAP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.724202785,3.131742922,2.587220263,1.896443691,1.869019897,1.876524029
East Asia & Pacific (excluding high income),EAP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,50.46382748,32.51613738,29.63679873,21.96192948,21.37192919,22.14120926
East Asia & Pacific (IDA & IBRD countries),TEA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.74555644,3.136921975,2.591306322,1.895273422,1.868168753,1.876086443
East Asia & Pacific (IDA & IBRD countries),TEA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,50.84090594,32.84063905,30.01375603,22.21444335,21.65358604,22.4528779
Euro area,EMU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.393220288,1.774394619,1.534274141,1.47089341,1.580367667,1.561489261
Euro area,EMU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,31.49534186,23.39381156,13.98074701,10.74179522,8.584276328,6.673134152
Europe & Central Asia,ECS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.562618312,2.16758685,1.957935514,1.556514787,1.728136102,1.759883113
Europe & Central Asia,ECS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.49587591,37.78966744,35.96999429,25.5481597,20.97421834,17.0931735
Europe & Central Asia (excluding high income),ECA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.849985046,2.579716503,2.342267396,1.641794501,1.851364962,1.944396747
Europe & Central Asia (excluding high income),ECA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,46.68877206,51.3763315,54.03366515,35.71401808,30.27345495,26.46074373
Europe & Central Asia (IDA & IBRD countries),TEC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.776279361,2.54306291,2.308163147,1.61554968,1.812752357,1.896166908
Europe & Central Asia (IDA & IBRD countries),TEC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.85798047,49.8922137,51.80225255,33.9229583,28.97074593,25.21611813
European Union,EUU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.364282429,1.87334433,1.658145971,1.464605427,1.611910771,1.588908657
European Union,EUU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,37.41511246,28.71779003,21.81247434,15.73518605,12.83586425,9.736329752
Fragile and conflict affected situations,FCS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.747483641,6.485892126,5.844231316,5.25821882,4.758845326,4.325363446
Fragile and conflict affected situations,FCS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,136.409141,122.1771619,108.4036549,103.52373,97.3663043,87.17450683
Heavily indebted poor countries (HIPC),HPC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.857081045,6.905234896,6.589262795,6.068086342,5.367059784,4.779579073
Heavily indebted poor countries (HIPC),HPC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,151.7337761,148.3066101,140.3227413,132.6341354,116.074402,101.6108324
High income,HIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.535258513,1.970714131,1.851858995,1.708876405,1.705173061,1.630779285
High income,HIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.40575897,32.68162055,27.85007708,23.429395,18.33796989,12.51442494
IBRD only,IBD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.196785955,3.702688346,3.076809131,2.358012274,2.155773818,2.081174461
IBRD only,IBD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,72.12465124,64.11090716,59.05077201,46.35047629,35.65769702,28.24988936
IDA & IBRD total,IBT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.453762087,4.190866322,3.577958183,2.889572587,2.6562999,2.559611237
IDA & IBRD total,IBT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.37567676,77.91160443,72.30389825,61.13045538,51.94030456,46.36324673
IDA blend,IDB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.53025349,6.476137224,5.947270692,5.112464915,4.506411897,4.149727876
IDA blend,IDB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,134.6540537,128.81609,112.952469,91.47350558,77.47657302,71.69491225
IDA only,IDX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.798364216,6.592046355,5.859827682,5.086994053,4.392531598,3.968692136
IDA only,IDX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,151.1789796,144.9471065,130.4077137,115.4534331,100.9816591,90.69002956
IDA total,IDA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.712600743,6.553817207,5.889118756,5.095534176,4.430857794,4.029370723
IDA total,IDA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,146.0029749,139.6537165,124.6299947,107.4297224,93.10602336,84.46150463
Late-demographic dividend,LTE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.963882967,2.863976303,2.426942227,1.72127346,1.707191197,1.748238638
Late-demographic dividend,LTE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.35160549,31.33572398,32.20958957,25.77566458,22.13610548,21.02959013
Latin America & Caribbean,LCN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.214348398,4.193101821,3.257950652,2.627097214,2.186402248,2.047151258
Latin America & Caribbean,LCN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,97.8427241,90.66956505,87.33290284,82.56075976,70.40281546,63.04329228
Latin America & Caribbean (excluding high income),LAC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.330114639,4.283816529,3.30077071,2.654536556,2.198628657,2.061097241
Latin America & Caribbean (excluding high income),LAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,98.62399338,91.66309272,88.20900281,83.42946809,71.04160391,63.72442549
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.28071259,4.28017803,3.311415843,2.655543698,2.200647751,2.058601455
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,96.94646964,90.70459901,87.82607288,83.12645636,70.83250221,63.3671868
Least developed countries: UN classification,LDC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.783762832,6.622480947,5.943485052,5.203247017,4.504538473,4.057551578
Least developed countries: UN classification,LDC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,153.8260555,148.7076104,135.1502362,120.5258156,105.5946484,93.99906341
Low & middle income,LMY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.501708549,4.207601879,3.587413397,2.900069846,2.663668497,2.566428245
Low & middle income,LMY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.93627667,78.00927247,72.26468092,61.21523195,51.91303483,46.33479406
Low income,LIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.661355234,6.614926019,6.369015728,5.858910065,5.144004818,4.581387591
Low income,LIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,138.5177903,134.9109743,129.8395243,124.2596278,108.804762,97.5156845
Lower middle income,LMC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.768653893,5.134791388,4.28439807,3.495498565,2.987874564,2.736788134
Lower middle income,LMC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,114.9339028,109.7512788,94.96449546,71.40830115,53.76051288,42.15844557
Middle East & North Africa,MEA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.734328842,6.227125569,4.877663833,3.193506238,2.896203225,2.839342409
Middle East & North Africa,MEA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,127.0887901,105.7866421,69.76747566,42.40821487,39.45218063,39.97067811
Middle East & North Africa (excluding high income),MNA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.793233905,6.258611111,4.874590831,3.153754033,2.918526888,2.916070978
Middle East & North Africa (excluding high income),MNA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,129.435839,106.6137143,71.1604143,44.11337958,42.76533886,43.89061607
Middle East & North Africa (IDA & IBRD countries),TMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.793233905,6.258611111,4.858933873,3.133569292,2.903014667,2.906745122
Middle East & North Africa (IDA & IBRD countries),TMN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,129.435839,106.6137143,70.84031465,43.76419912,42.49117729,43.75457615
Middle income,MIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.411064421,4.022084193,3.37268319,2.65301382,2.42054756,2.336232719
Middle income,MIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,80.97551477,73.54164953,67.21319899,54.43677136,44.06646459,37.71535545
North America,NAC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.458482587,1.829410971,2.055205556,1.998927144,1.900119253,1.738258961
North America,NAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,61.2909962,49.37892779,53.80402413,43.38649711,30.75246997,18.85597391
Not classified,INX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
Not classified,INX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
OECD members,OED,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.788547662,2.173752616,1.975914563,1.80345558,1.787003795,1.71077631
OECD members,OED,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,47.79767442,40.19353569,36.18222278,32.11413578,26.37729434,20.34621465
Other small states,OSS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.902423541,4.765319618,4.39092888,3.638493554,3.253772362,3.083984114
Other small states,OSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,100.0197793,100.1641867,92.79716894,78.26449552,67.47473283,61.55142208
Pacific island small states,PSS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.591908729,4.990354817,4.36023921,3.861960377,3.57127725,3.538089372
Pacific island small states,PSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,70.74432199,66.7988828,62.73999628,48.69053081,47.82039688,50.41950061
Post-demographic dividend,PST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.438672805,1.855093723,1.749061688,1.614607428,1.661633609,1.590052097
Post-demographic dividend,PST,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.05083108,32.34729308,28.4281169,23.75015661,18.65961192,12.64914528
Pre-demographic dividend,PRE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.84483223,6.90536428,6.573277707,6.10633073,5.590877951,5.02079551
Pre-demographic dividend,PRE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,164.949965,159.9282119,147.0241973,137.7361821,123.8552427,108.9288085
Small states,SST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.936325491,4.472254291,4.008000606,3.374665614,3.042611927,2.901635062
Small states,SST,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,107.3958274,100.4255478,89.66061103,75.33679789,65.03788788,59.01540835
South Asia,SAS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.794839488,5.119454828,4.29989729,3.507214774,2.745884201,2.410617478
South Asia,SAS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,116.6807735,116.3660862,103.3554121,71.90156801,43.31045306,25.58497242
South Asia (IDA & IBRD),TSA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.794839488,5.119454828,4.29989729,3.507214774,2.745884201,2.410617478
South Asia (IDA & IBRD),TSA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,116.6807735,116.3660862,103.3554121,71.90156801,43.31045306,25.58497242
Sub-Saharan Africa,SSF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.743426268,6.773409657,6.347730005,5.755293112,5.257987773,4.765314125
Sub-Saharan Africa,SSF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,154.4755136,152.463079,139.4548795,128.3436038,115.176701,102.7885852
Sub-Saharan Africa (excluding high income),SSA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.743426268,6.773409657,6.347730005,5.755829961,5.258351905,4.765420651
Sub-Saharan Africa (excluding high income),SSA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,154.4759958,152.473477,139.4646177,128.3513709,115.1808462,102.7908548
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.743426268,6.773409657,6.347730005,5.755293112,5.257987773,4.765314125
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,154.4755136,152.463079,139.4548795,128.3436038,115.176701,102.7885852
Upper middle income,UMC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.124898379,3.120912012,2.621111137,1.895828721,1.849852268,1.88279709
Upper middle income,UMC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,55.47397948,43.3432227,42.00229109,34.74105785,31.06881206,30.72563351
World,WLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.777407261,3.713659286,3.248355674,2.69586251,2.516272585,2.431584663
World,WLD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,76.04001182,69.86222786,65.73818689,56.32757328,47.80662055,42.455699
